product_id,product_code,barcode,product_name,category,unit,cost_price,selling_price,min_stock,image_url,active,count_status
6f36253c-6b03-44cb-ba81-e6fece81cefd,M0074,,Schweppes Tonice Water,MAT-Soft Drink,กระป๋อง (325),14.24,0,0,,TRUE,excluded
ef60e636-a533-49c4-aec4-96efb270ae6e,M0075,,S. Pellegrino Tonic Water,MAT-Soft Drink,bottle(200),0.22,0,0,,FALSE,excluded
86aba800-d212-4c9b-ae00-86d2eb0fe2fa,M0076,,S. Pellegrino Sparkling Water,MAT-Soft Drink,bottle(500),65,0,0,,TRUE,excluded
048a8e5e-7c3a-4dac-87d3-e4e7c2048099,M0077,,Aqua Panna Water,MAT-Soft Drink,bottle(500),39,0,0,,TRUE,excluded
48340899-fa3c-43cf-8084-039511a353a0,M0078,,Mont Fleur Water,MAT-Soft Drink,bottle(500),0,0,0,,FALSE,excluded
44a28e30-4470-47d7-b4bd-b5cd1b5d798f,M0080,,Redbull,MAT-Soft Drink,กระป๋อง (250),65,0,0,,TRUE,excluded
2ac29bfa-48e0-44d6-aa5d-8a36ea92a284,M0081,,Ice Bucket,MAT-Soft Drink,ถุง(10kg),0,0,0,,FALSE,excluded
cf2baebb-3a52-4e45-a0ad-7e34abd4fa2f,M0179,,Water 24BLVD,MAT-Soft Drink,bottle(500),4.95,0,0,,TRUE,excluded
c098f1e1-c27e-4516-963d-214481edd7cb,M0059,,Louis Perdrier Brut,MAT-Sparkling wine,bottle(750),450,0,0,,TRUE,active
b06c1ff8-1aab-4645-9b75-bcf8bd430f59,M0060,,Louis Perdrier Rose,MAT-Sparkling wine,bottle(750),500.03,0,0,,TRUE,active
b47cd838-bed8-4ab2-97fc-019658a93a1b,M0102,,Peach Syrup,MAT-Syrup,bottle(1000),0,0,0,,FALSE,excluded
969bfe12-bf80-412c-977c-986a20d8be25,M0103,,Rasberry Syrup,MAT-Syrup,bottle(1000),0,0,0,,FALSE,excluded
f3d6d697-e71d-47e6-a7e9-4b6d6129f982,M0107,,Yuzu Puree,MAT-Syrup,bottle(1000),0,0,0,,FALSE,excluded
dd370605-a96a-4570-8f04-fb8f50c7019a,M0108,,Strawberry Syrup,MAT-Syrup,bottle(1000),0,0,0,,FALSE,excluded
7971a920-9a6f-4c0b-8c51-c8132fa01148,M0112,,Vanilla Syrup,MAT-Syrup,bottle(1000),0,0,0,,FALSE,excluded
89a1fd20-226a-49f4-b281-601374d626ca,M0115,,Syrup,MAT-Syrup,bottle(500),0,0,0,,FALSE,excluded
9601e83c-0578-448d-98ec-823486ff4948,M0124,,Honey,MAT-Syrup,bottle(300),0,0,0,,FALSE,excluded
e93cb4be-cf62-475c-9d96-409b4110c046,M0125,,Ginger Syrup,MAT-Syrup,bottle(1000),0,0,0,,FALSE,excluded
0084e995-5aee-49a6-b55a-b69506eafe5d,M0169,,Monin Strawberry,MAT-Syrup,Bottle(700MI),0,0,0,,FALSE,excluded
50e7c240-8311-4873-8e14-7b3eda3aafec,M0170,,Monin almond,MAT-Syrup,Bottle(700MI),0,0,0,,FALSE,excluded
b35f545e-cd36-47f8-be75-20c278b5fc83,M0171,,Monin Melon,MAT-Syrup,Bottle(700MI),0,0,0,,FALSE,excluded
f1dc453e-9346-46ad-9e51-a473a1dfa3ce,M0172,,Monin Watermelon,MAT-Syrup,bottle(700),0,0,0,,FALSE,excluded
a018794a-a289-458e-bd2c-18f74c457c64,M0173,,Monin Peach,MAT-Syrup,Bottle(700MI),0,0,0,,FALSE,excluded
38346d74-297d-4770-a1f8-90fff29c9cb3,M0174,,Monin Lychee,MAT-Syrup,Bottle(700MI),0,0,0,,FALSE,excluded
26026be4-ead1-4cb1-9587-dd668540a38d,M0175,,Monin Grenadine,MAT-Syrup,Bottle(700MI),0,0,0,,FALSE,excluded
b821d812-3f5c-42e2-9e7e-f851880c69bf,M0176,,Monin Popcron,MAT-Syrup,Bottle(700MI),0,0,0,,FALSE,excluded
c3f058a0-5949-40fd-9b3a-9dbcf79892fd,M0177,,Monin Pineapple,MAT-Syrup,Bottle(700MI),0,0,0,,FALSE,excluded
8df8d478-3c05-4868-ae1e-e3bec9b1990d,M0178,,Monin Vanilla,MAT-Syrup,Bottle(700MI),0,0,0,,FALSE,excluded
